Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.3,21.71,13.0,3,0.0,17.89,0.0
Office Supplies,Binders,Recycled Easel Ring Binders,308.84,21.63,35.0,9,4.0,7.0,44.44
Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.79,21.6,22.0,5,2.0,0.58,40.0
Office Supplies,Paper,EcoTones Memo Sheets,52.8,21.6,15.0,3,0.0,40.91,0.0
Office Supplies,Labels,Staple-on labels,53.75,21.59,21.0,5,0.0,40.16,0.0
Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,208.22,21.58,41.0,9,3.0,10.36,33.33
Office Supplies,Storage,Akro-Mils 12-Gallon Tote,113.2,21.55,13.0,4,0.0,19.04,0.0
Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.1,21.32,3.0,2,0.0,38.0,0.0
Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,95.08,21.02,12.0,5,0.0,22.11,0.0
Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,344.72,20.98,16.0,4,2.0,6.09,50.0
Technology,Accessories,Microsoft Natural Keyboard Elite,1497.0,20.96,29.0,4,3.0,1.4,75.0
Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.83,29.0,5,0.0,23.74,0.0
Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06,20.82,11.0,4,0.0,32.5,0.0
Furniture,Furnishings,DAX Cubicle Frames - 8x10,125.79,20.77,26.0,5,1.0,16.51,20.0
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",73.15,20.74,26.0,5,0.0,28.35,0.0
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,100.93,20.67,20.0,6,0.0,20.48,0.0
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71,20.64,20.0,5,1.0,13.25,20.0
Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,87.69,20.54,25.0,6,0.0,23.42,0.0
Office Supplies,Supplies,Acme Value Line Scissors,76.65,20.44,22.0,10,0.0,26.67,0.0
Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",49.5,20.37,12.0,3,0.0,41.15,0.0
Office Supplies,Supplies,Acme Titanium Bonded Scissors,102.0,20.23,13.0,5,0.0,19.83,0.0
Office Supplies,Fasteners,Advantus Push Pins,54.94,20.21,27.0,7,0.0,36.79,0.0
Office Supplies,Fasteners,Stockwell Push Pins,69.76,20.1,34.0,8,0.0,28.81,0.0
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,20.09,14.0,2,0.0,26.67,0.0
Office Supplies,Fasteners,Advantus T-Pin Paper Clips,64.04,20.02,16.0,5,0.0,31.27,0.0
Office Supplies,Fasteners,Advantus SlideClip Paper Clips,46.38,19.78,15.0,3,0.0,42.65,0.0
Office Supplies,Art,Newell 328,75.92,19.74,13.0,3,0.0,26.0,0.0
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,19.69,17.0,5,1.0,29.28,20.0
Office Supplies,Paper,Xerox 199,57.35,19.69,16.0,4,0.0,34.33,0.0
Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.65,19.43,29.0,7,0.0,23.8,0.0
Office Supplies,Binders,ACCOHIDE Binder by Acco,65.25,19.29,21.0,4,1.0,29.56,25.0
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,86.08,19.13,6.0,2,0.0,22.22,0.0
Office Supplies,Envelopes,Colored Envelopes,50.92,19.04,16.0,5,0.0,37.39,0.0
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37,19.0,18.0,6,0.0,42.82,0.0
Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,142.05,18.94,13.0,6,3.0,13.33,50.0
Office Supplies,Labels,Avery 517,44.28,18.86,13.0,4,0.0,42.58,0.0
Office Supplies,Art,Newell 333,86.74,18.85,33.0,11,0.0,21.73,0.0
Office Supplies,Paper,Xerox 1953,47.08,18.83,12.0,4,0.0,40.0,0.0
Office Supplies,Art,Prang Dustless Chalk Sticks,38.98,18.82,24.0,8,0.0,48.28,0.0
Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.14,18.78,13.0,4,0.0,37.45,0.0
Office Supplies,Labels,Avery 491,45.43,18.67,12.0,3,0.0,41.09,0.0
Office Supplies,Binders,GBC VeloBind Cover Sets,342.77,18.53,42.0,11,6.0,5.41,54.55
Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,18.51,7.0,2,0.0,27.81,0.0
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.1,18.41,45.0,11,6.0,14.04,54.55
Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",146.98,18.41,17.0,6,2.0,12.52,33.33
Office Supplies,Art,Nontoxic Chalk,42.94,18.23,27.0,8,0.0,42.46,0.0
Office Supplies,Binders,Prestige Round Ring Binders,85.73,18.06,21.0,8,3.0,21.06,37.5
Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",40.9,18.0,15.0,5,0.0,44.01,0.0
Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,175.42,17.99,10.0,3,1.0,10.26,33.33
Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92,17.88,15.0,4,0.0,38.93,0.0
Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,104.5,17.88,21.0,5,0.0,17.11,0.0
Office Supplies,Art,Newell 314,118.3,17.86,24.0,7,0.0,15.09,0.0
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49,17.85,3.0,2,0.0,30.0,0.0
Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.77,5.0,1,0.0,11.25,0.0
Office Supplies,Art,Barrel Sharpener,67.83,17.64,19.0,4,0.0,26.0,0.0
Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,54.58,17.62,5.0,2,0.0,32.29,0.0
Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,199.73,17.52,16.0,4,1.0,8.77,25.0
Technology,Phones,iHome FM Clock Radio with Lightning Dock,699.9,17.5,13.0,5,1.0,2.5,20.0
Office Supplies,Paper,Xerox 1921,55.94,17.48,7.0,3,0.0,31.25,0.0
Technology,Phones,PayAnywhere Card Reader,199.8,17.48,25.0,5,0.0,8.75,0.0
Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.19,17.45,17.0,6,3.0,3.19,50.0
Office Supplies,Paper,Xerox 1972,46.46,17.42,10.0,5,0.0,37.5,0.0
Furniture,Furnishings,Stackable Trays,65.3,17.12,23.0,7,0.0,26.23,0.0
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,48.85,17.06,12.0,5,0.0,34.92,0.0
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",95.94,17.02,19.0,4,0.0,17.74,0.0
Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",180.6,16.8,33.0,8,2.0,9.3,25.0
Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",41.3,16.77,11.0,4,0.0,40.6,0.0
Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,91.74,16.73,26.0,8,3.0,18.24,37.5
Office Supplies,Binders,3-ring staple pack,42.11,16.69,26.0,6,0.0,39.64,0.0
Office Supplies,Paper,Xerox 207,40.18,16.59,7.0,2,0.0,41.29,0.0
Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,373.44,16.57,21.0,6,4.0,4.44,66.67
Office Supplies,Paper,Xerox 1926,34.86,16.38,7.0,1,0.0,47.0,0.0
Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.9,16.36,8.0,3,0.0,40.0,0.0
Office Supplies,Paper,Xerox 1998,46.66,16.33,9.0,2,0.0,35.0,0.0
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.61,16.32,10.0,4,0.0,15.91,0.0
Office Supplies,Binders,Acco Translucent Poly Ring Binders,91.73,16.29,31.0,8,2.0,17.76,25.0
Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,202.68,16.21,6.0,2,0.0,8.0,0.0
Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78,16.16,8.0,4,0.0,20.0,0.0
Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,495.6,16.11,9.0,2,1.0,3.25,50.0
Furniture,Furnishings,Document Clip Frames,45.04,16.01,6.0,2,0.0,35.56,0.0
Technology,Phones,Cisco SPA 501G IP Phone,213.48,16.01,3.0,1,0.0,7.5,0.0
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.95,15.86,8.0,4,0.0,18.89,0.0
Technology,Accessories,First Data FD10 PIN Pad,1722.2,15.8,24.0,5,2.0,0.92,40.0
Office Supplies,Art,Newell 350,62.32,15.74,20.0,6,0.0,25.26,0.0
Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14,15.66,9.0,4,0.0,41.07,0.0
Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,75.62,15.62,30.0,7,0.0,20.65,0.0
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.51,15.56,16.0,4,1.0,34.19,25.0
Office Supplies,Paper,Xerox 1958,32.4,15.55,5.0,2,0.0,48.0,0.0
Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,35.78,15.53,6.0,2,1.0,43.4,50.0
Office Supplies,Art,Newell 332,67.03,15.52,24.0,5,0.0,23.16,0.0
Office Supplies,Paper,Xerox 1980,34.24,15.41,8.0,2,0.0,45.0,0.0
Furniture,Furnishings,Dax Clear Box Frame,96.03,15.36,14.0,6,2.0,16.0,33.33
Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46,15.35,2.0,1,0.0,11.25,0.0
Office Supplies,Labels,Avery 498,35.26,15.35,13.0,3,0.0,43.52,0.0
Office Supplies,Fasteners,Binder Clips by OIC,36.11,15.33,27.0,7,0.0,42.46,0.0
Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,66.66,15.31,12.0,5,2.0,22.96,40.0
Furniture,Furnishings,Regeneration Desk Collection,35.9,15.21,21.0,5,0.0,42.35,0.0
Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",86.0,15.1,21.0,4,2.0,17.56,50.0
Office Supplies,Binders,Durable Pressboard Binders,37.24,15.09,11.0,2,0.0,40.51,0.0
Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.87,15.09,7.0,3,0.0,45.91,0.0
Furniture,Chairs,Global Chrome Stack Chair,815.86,15.08,32.0,6,4.0,1.85,66.67
Office Supplies,Binders,Ibico Presentation Index for Binding Systems,72.04,15.08,27.0,7,2.0,20.94,28.57
Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.89,15.05,26.0,8,5.0,0.27,62.5
Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,779.87,15.0,17.0,6,2.0,1.92,33.33
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,36.71,15.0,16.0,4,0.0,40.87,0.0
Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.09,14.92,12.0,5,2.0,6.09,40.0
Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,107.91,14.92,10.0,3,1.0,13.83,33.33
Office Supplies,Binders,Avery Hole Reinforcements,116.5,14.83,32.0,9,4.0,12.73,44.44
Office Supplies,Binders,Avery Poly Binder Pockets,78.04,14.75,34.0,8,2.0,18.9,25.0
Office Supplies,Paper,Xerox 1983,29.9,14.65,5.0,2,0.0,49.0,0.0
Office Supplies,Art,Newell 331,75.31,14.62,17.0,4,0.0,19.42,0.0
Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",47.08,14.59,11.0,2,0.0,31.0,0.0
Furniture,Furnishings,"Master Caster Door Stop, Large Brown",59.7,14.56,10.0,3,1.0,24.39,33.33
Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.4,14.55,20.0,7,2.0,32.05,28.57
Office Supplies,Art,Newell 318,61.72,14.4,23.0,5,0.0,23.33,0.0
Office Supplies,Art,Newell 321,65.6,14.37,22.0,4,0.0,21.9,0.0
Office Supplies,Binders,GBC Durable Plastic Covers,369.59,14.32,34.0,8,3.0,3.87,37.5
Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.95,14.3,5.0,2,0.0,39.77,0.0
Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.78,14.3,13.0,4,1.0,3.52,25.0
Furniture,Furnishings,"Master Caster Door Stop, Gray",47.75,14.22,10.0,4,1.0,29.79,25.0
Office Supplies,Art,American Pencil,48.93,14.19,21.0,6,0.0,29.0,0.0
Office Supplies,Art,Faber Castell Col-Erase Pencils,37.16,14.08,8.0,5,0.0,37.89,0.0
Technology,Phones,Anker 24W Portable Micro USB Car Charger,61.54,14.07,8.0,2,0.0,22.86,0.0
Office Supplies,Labels,Avery 509,32.36,14.04,13.0,4,0.0,43.39,0.0
Office Supplies,Paper,Xerox 190,29.88,14.04,6.0,2,0.0,47.0,0.0
Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.98,14.0,2.0,1,0.0,8.75,0.0
Office Supplies,Binders,Avery Durable Binders,87.26,13.82,50.0,12,5.0,15.84,41.67
Office Supplies,Art,Newell 336,68.48,13.78,18.0,4,0.0,20.13,0.0
Office Supplies,Art,Newell 343,65.27,13.76,24.0,7,0.0,21.08,0.0
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,69.77,13.76,34.0,8,3.0,19.72,37.5
Furniture,Furnishings,Eldon Pizzaz Desk Accessories,37.46,13.74,19.0,4,0.0,36.67,0.0
Office Supplies,Paper,Xerox 1990,36.96,13.73,8.0,2,0.0,37.14,0.0
Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,13.64,15.0,4,2.0,10.0,50.0
Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",89.55,13.61,36.0,9,4.0,15.2,44.44
Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.8,13.55,14.0,3,0.0,44.0,0.0
Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,13.49,3.0,2,0.0,45.0,0.0
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.46,22.0,5,0.0,29.81,0.0
Office Supplies,Supplies,Fiskars Spring-Action Scissors,75.49,13.42,6.0,4,0.0,17.78,0.0
Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,37.93,13.21,7.0,3,0.0,34.83,0.0
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.82,13.18,24.0,5,1.0,22.04,20.0
Office Supplies,Art,Newell 317,79.97,13.17,32.0,7,0.0,16.47,0.0
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,43.75,13.13,5.0,2,0.0,30.0,0.0
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",39.69,13.12,9.0,3,0.0,33.05,0.0
Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",29.7,13.07,6.0,2,0.0,44.0,0.0
Office Supplies,Art,Newell 311,61.44,13.04,30.0,8,0.0,21.22,0.0
Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.16,13.01,8.0,3,0.0,23.16,0.0
Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.97,12.99,8.0,3,0.0,20.0,0.0
Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,174.73,12.8,18.0,7,3.0,7.33,42.86
Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.9,12.76,22.0,5,0.0,15.21,0.0
Office Supplies,Paper,Xerox 1976,36.29,12.7,7.0,2,0.0,35.0,0.0
Office Supplies,Art,Blackstonian Pencils,49.13,12.6,19.0,4,0.0,25.65,0.0
Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,12.6,15.0,4,0.0,31.25,0.0
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,90.71,12.46,36.0,9,5.0,13.73,55.56
Office Supplies,Supplies,Acme Stainless Steel Office Snips,81.42,12.43,13.0,4,0.0,15.27,0.0
Office Supplies,Binders,Avery Round Ring Poly Binders,36.92,12.3,17.0,6,2.0,33.31,33.33
Office Supplies,Paper,Rediform Voice Mail Log Books,29.2,12.16,11.0,2,0.0,41.63,0.0
Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.1,10.0,3,1.0,1.25,33.33
Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,12.03,3.0,1,0.0,26.0,0.0
Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.98,12.0,3.0,1,0.0,20.0,0.0
Office Supplies,Art,Newell 32,47.23,11.98,17.0,6,0.0,25.37,0.0
Office Supplies,Binders,Zipper Ring Binder Pockets,81.74,11.73,44.0,13,6.0,14.35,46.15
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44,11.47,14.0,3,0.0,13.75,0.0
Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,94.13,11.45,39.0,8,5.0,12.16,62.5
Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,43.7,11.36,10.0,4,0.0,26.0,0.0
Office Supplies,Art,Colorific Watercolor Pencils,51.6,11.3,11.0,3,0.0,21.9,0.0
Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47,11.29,14.0,4,0.0,41.11,0.0
Office Supplies,Labels,Avery 497,24.02,11.21,8.0,2,0.0,46.67,0.0
Technology,Phones,Square Credit Card Reader,173.83,11.19,22.0,7,1.0,6.44,14.29
Office Supplies,Supplies,Acme Kleen Earth Office Shears,44.23,11.17,12.0,5,0.0,25.26,0.0
Office Supplies,Art,Newell 330,59.8,11.12,11.0,4,0.0,18.6,0.0
Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.81,10.81,2.0,1,0.0,36.25,0.0
Office Supplies,Art,Newell 327,39.78,10.74,18.0,4,0.0,27.0,0.0
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99,10.67,12.0,3,0.0,41.05,0.0
Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,37.52,10.59,6.0,3,0.0,28.21,0.0
Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",25.23,10.39,8.0,3,0.0,41.18,0.0
Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,2018.7,10.3,13.0,3,1.0,0.51,33.33
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54,10.19,5.0,2,1.0,21.43,50.0
Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.14,10.19,7.0,3,0.0,22.58,0.0
Office Supplies,Binders,3M Organizer Strips,83.16,10.15,26.0,7,3.0,12.21,42.86
Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",183.02,10.11,33.0,12,3.0,5.52,25.0
Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",75.49,10.07,13.0,3,0.0,13.33,0.0
Office Supplies,Art,Newell 349,42.64,10.04,14.0,3,0.0,23.54,0.0
Office Supplies,Art,Newell 335,34.56,10.02,12.0,4,0.0,29.0,0.0
Office Supplies,Binders,Avery Binder Labels,26.06,9.88,8.0,4,1.0,37.91,25.0
Office Supplies,Binders,Economy Binders,29.95,9.8,19.0,4,1.0,32.71,25.0
Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,9.76,4.0,1,0.0,49.0,0.0
Office Supplies,Art,Newell 348,65.6,9.71,24.0,6,0.0,14.8,0.0
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9.65,9.0,2,0.0,37.0,0.0
Office Supplies,Art,Sanford Pocket Accent Highlighters,22.4,9.63,14.0,3,0.0,43.0,0.0
Office Supplies,Fasteners,Acco Glide Clips,19.6,9.6,5.0,1,0.0,49.0,0.0
Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,107.96,9.6,4.0,2,1.0,8.89,50.0
Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.82,9.57,2.0,1,0.0,15.0,0.0
Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,9.5,5.0,2,0.0,46.0,0.0
Office Supplies,Art,Newell 320,81.32,9.46,23.0,7,0.0,11.63,0.0
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,65.46,9.35,24.0,8,0.0,14.29,0.0
Furniture,Furnishings,Stacking Trays by OIC,72.71,9.31,19.0,6,2.0,12.81,33.33
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.77,9.29,18.0,6,0.0,18.29,0.0
Office Supplies,Art,Dixon Ticonderoga Pencils,37.55,9.27,13.0,3,0.0,24.68,0.0
Office Supplies,Paper,Xerox 1985,25.92,9.07,5.0,2,0.0,35.0,0.0
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,176.74,9.06,29.0,8,5.0,5.12,62.5
Office Supplies,Art,Economy #2 Pencils,34.58,8.99,13.0,4,0.0,26.0,0.0
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.57,8.97,9.0,2,0.0,33.75,0.0
Office Supplies,Art,BIC Brite Liner Grip Highlighters,24.27,8.94,17.0,5,0.0,36.82,0.0
Office Supplies,Fasteners,Assorted Color Push Pins,34.39,8.92,21.0,8,0.0,25.95,0.0
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.76,8.91,21.0,5,0.0,26.39,0.0
Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42,8.91,14.0,3,0.0,21.0,0.0
Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,175.78,8.79,11.0,4,0.0,5.0,0.0
Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.2,8.76,13.0,3,1.0,2.5,33.33
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.26,8.67,10.0,4,2.0,10.17,50.0
Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.81,8.64,20.0,5,3.0,11.86,60.0
Office Supplies,Labels,Avery 507,24.19,8.64,10.0,2,0.0,35.71,0.0
Office Supplies,Art,DIXON Oriole Pencils,44.89,8.62,19.0,6,0.0,19.2,0.0
Office Supplies,Art,Newell 346,31.1,8.61,11.0,5,0.0,27.69,0.0
Office Supplies,Paper,Loose Memo Sheets,18.25,8.58,5.0,2,0.0,47.0,0.0
Technology,Accessories,Imation 30456 USB Flash Drive 8GB,154.56,8.56,23.0,5,1.0,5.54,20.0
Office Supplies,Art,Newell 344,45.59,8.56,18.0,6,0.0,18.78,0.0
Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,466.0,8.47,34.0,12,7.0,1.82,58.33
Office Supplies,Art,Newell 33,47.99,8.37,10.0,3,0.0,17.44,0.0
Office Supplies,Paper,Unpadded Memo Slips,18.31,8.36,5.0,2,0.0,45.65,0.0
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4,8.23,14.0,3,0.0,28.0,0.0
Office Supplies,Binders,Acco Hanging Data Binders,41.91,8.23,17.0,7,2.0,19.64,28.57
Office Supplies,Art,Newell 316,46.94,8.22,11.0,2,0.0,17.5,0.0
Office Supplies,Art,"OIC #2 Pencils, Medium Soft",30.83,8.14,17.0,7,0.0,26.4,0.0
Office Supplies,Labels,Avery 510,21.75,8.1,7.0,3,0.0,37.24,0.0
Office Supplies,Art,Newell 326,36.61,7.87,23.0,6,0.0,21.49,0.0
Office Supplies,Binders,Binder Posts,57.4,7.81,16.0,6,3.0,13.6,50.0
Furniture,Furnishings,DAX Wood Document Frame.,159.27,7.69,16.0,4,2.0,4.83,50.0
Office Supplies,Fasteners,Colored Push Pins,24.98,7.6,15.0,5,0.0,30.43,0.0
Office Supplies,Art,Newell 340,25.92,7.52,9.0,2,0.0,29.0,0.0
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.28,7.5,6.0,2,0.0,37.0,0.0
Office Supplies,Art,Newell 310,38.72,7.48,25.0,7,0.0,19.32,0.0
Office Supplies,Art,Col-Erase Pencils with Erasers,37.7,7.48,7.0,2,0.0,19.84,0.0
Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,35.59,7.46,7.0,3,0.0,20.97,0.0
Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,7.45,28.0,6,2.0,6.1,33.33
Office Supplies,Storage,Portfile Personal File Boxes,99.12,7.43,7.0,2,0.0,7.5,0.0
Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,19.01,7.37,21.0,5,0.0,38.75,0.0
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,14.73,7.22,3.0,2,0.0,49.0,0.0
Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.11,7.16,9.0,3,1.0,21.61,33.33
Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.62,7.08,13.0,5,0.0,45.32,0.0
Office Supplies,Labels,Avery 479,16.7,6.84,7.0,3,0.0,40.94,0.0
Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,146.11,6.8,10.0,4,2.0,4.65,50.0
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,6.76,15.0,4,1.0,6.25,25.0
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18,6.74,5.0,2,0.0,41.67,0.0
Office Supplies,Art,Newell 322,30.58,6.66,18.0,6,0.0,21.79,0.0
Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,6.46,3.0,1,0.0,36.0,0.0
Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",53.46,6.37,17.0,3,1.0,11.91,33.33
